X,Y,id,left,top,right,bottom,row_index,col_index,fid,VILLCODE,COUNTYNAME,TOWNNAME,VILLNAME,VILLENG,COUNTYID,COUNTYCODE,TOWNID,TOWNCODE,NOTE
120.206205641876,22.9676507500053,156064,168027.775627298,2541421.02934436,169182.476165677,2540421.02934436,389,277,20,"67000330022",臺南市,南區,大忠里,Dazhong Vil.,D,"67000",D02,"67000330",
120.214624758001,22.9722077637234,156626,168893.801031082,2541921.02934436,170048.501569462,2540921.02934436,389,278,20,"67000330022",臺南市,南區,大忠里,Dazhong Vil.,D,"67000",D02,"67000330",
120.197733817011,22.9721231867615,155502,167161.750223513,2541921.02934436,168316.450761893,2540921.02934436,389,276,22,"67000330034",臺南市,南區,府南里,Funan Vil.,D,"67000",D02,"67000330",
120.400270455547,23.0091403537002,168986,187946.35991434,2545921.02934436,189101.060452719,2544921.02934436,385,300,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.408620142581,23.0317477018715,169545,188812.385318124,2548421.02934436,189967.085856504,2547421.02934436,382,301,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.408659533589,23.0227174793405,169546,188812.385318124,2547421.02934436,189967.085856504,2546421.02934436,383,301,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.408698904745,23.0136872464469,169547,188812.385318124,2546421.02934436,189967.085856504,2545421.02934436,384,301,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.408738256057,23.0046570031939,169548,188812.385318124,2545421.02934436,189967.085856504,2544421.02934436,385,301,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.417089107685,23.0272639409836,170108,189678.410721909,2547921.02934436,190833.111260288,2546921.02934436,383,302,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.417127926174,23.0182336995949,170109,189678.410721909,2546921.02934436,190833.111260288,2545921.02934436,384,302,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.417166725097,23.009203447847,170110,189678.410721909,2545921.02934436,190833.111260288,2544921.02934436,385,302,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
120.425519254303,23.0318099625348,170669,190544.436125693,2548421.02934436,191699.136664073,2547421.02934436,382,303,23,"67000260008",臺南市,左鎮區,岡林里,Ganglin Vil.,D,"67000",D31,"67000260",
